Point in Time[s],Optimisation Time[s]
11290.0,0.017
11300.0,0.016
11310.0,0.015
11320.0,0.015
11330.0,0.02
11340.0,0.016
11350.0,0.016
11360.0,0.01
11370.0,0.018
11380.0,0.016
11390.0,0.018
11400.0,0.021
11410.0,0.017
11420.0,0.015
11430.0,0.015
11440.0,0.019
11450.0,0.018
11460.0,0.017
11470.0,0.019
11480.0,0.009
11490.0,0.008
11500.0,0.008
11510.0,0.017
11520.0,0.016
11530.0,0.02
11540.0,0.02
11550.0,0.015
11560.0,0.019
11570.0,0.015
11580.0,0.015
11590.0,0.011
11600.0,0.02
11610.0,0.017
11620.0,0.019
11630.0,0.008
11640.0,0.011
11650.0,0.009
11660.0,0.015
11670.0,0.016
11680.0,0.009
11690.0,0.019
11700.0,0.019
11710.0,0.017
11720.0,0.011
11730.0,0.02
11740.0,0.012
11750.0,0.015
11760.0,0.014
11770.0,0.02
11780.0,0.017
11790.0,0.018
11800.0,0.014
11810.0,0.014
11820.0,0.015
11830.0,0.02
11840.0,0.015
11850.0,0.012
11860.0,0.009
11870.0,0.017
11880.0,0.014
11890.0,0.015
11900.0,0.016
11910.0,0.019
11920.0,0.009
11930.0,0.014
11940.0,0.009
11950.0,0.009
11960.0,0.01
11970.0,0.011
11980.0,0.01
11990.0,0.016
12000.0,0.009
12010.0,0.014
12020.0,0.018
12030.0,0.017
12040.0,0.019
12050.0,0.013
12060.0,0.01
12070.0,0.02
12080.0,0.009
12090.0,0.015
12100.0,0.008
12110.0,0.015
12120.0,0.007
12130.0,0.016
12140.0,0.015
12150.0,0.017
12160.0,0.008
12170.0,0.019
12180.0,0.015
12190.0,0.016
12200.0,0.017
12210.0,0.015
12220.0,0.016
12230.0,0.01
12240.0,0.018
12250.0,0.015
12260.0,0.02
12270.0,0.008
12280.0,0.008
12290.0,0.014
12300.0,0.017
12310.0,0.009
12320.0,0.008
12330.0,0.009
12340.0,0.022
12350.0,0.008
12360.0,0.016
12370.0,0.008
12380.0,0.015
12390.0,0.014
12400.0,0.017
12410.0,0.015
12420.0,0.016
12430.0,0.02
12440.0,0.009
12450.0,0.02
12460.0,0.008
12470.0,0.014
12480.0,0.019
12490.0,0.015
12500.0,0.012
12510.0,0.012
12520.0,0.009
12530.0,0.016
12540.0,0.019
12550.0,0.014
12560.0,0.017
12570.0,0.01
12580.0,0.017
12590.0,0.017
12600.0,0.015
12610.0,0.016
12620.0,0.019
12630.0,0.018
12640.0,0.011
12650.0,0.025
12660.0,0.02
12670.0,0.009
12680.0,0.016
12690.0,0.015
12700.0,0.018
12710.0,0.009
12720.0,0.018
12730.0,0.008
12740.0,0.013
12750.0,0.01
12760.0,0.018
12770.0,0.008
12780.0,0.019
12790.0,0.012
12800.0,0.011
12810.0,0.008
12820.0,0.015
12830.0,0.018
12840.0,0.013
12850.0,0.014
12860.0,0.018
12870.0,0.014
12880.0,0.017
12890.0,0.008
12900.0,0.008
12910.0,0.015
12920.0,0.017
12930.0,0.012
12940.0,0.021
12950.0,0.02
12960.0,0.012
12970.0,0.017
12980.0,0.013
12990.0,0.019
13000.0,0.008
13010.0,0.017
13020.0,0.019
13030.0,0.009
13040.0,0.014
13050.0,0.009
13060.0,0.019
13070.0,0.014
13080.0,0.015
13090.0,0.009
13100.0,0.013
13110.0,0.008
13120.0,0.019
13130.0,0.012
13140.0,0.016
13150.0,0.009
13160.0,0.02
13170.0,0.011
13180.0,0.015
13190.0,0.009
13200.0,0.02
13210.0,0.016
13220.0,0.014
13230.0,0.008
13240.0,0.016
13250.0,0.008
13260.0,0.01
13270.0,0.008
13280.0,0.016
13290.0,0.01
13300.0,0.015
13310.0,0.016
13320.0,0.019
13330.0,0.016
13340.0,0.015
13350.0,0.017
13360.0,0.01
13370.0,0.016
13380.0,0.015
13390.0,0.019
13400.0,0.013
13410.0,0.021
13420.0,0.011
13430.0,0.016
13440.0,0.017
13450.0,0.013
13460.0,0.016
13470.0,0.008
13480.0,0.015
13490.0,0.012
13500.0,0.008
13510.0,0.014
13520.0,0.011
13530.0,0.01
13540.0,0.019
13550.0,0.008
13560.0,0.015
13570.0,0.016
13580.0,0.02
13590.0,0.017
13600.0,0.016
13610.0,0.018
13620.0,0.009
13630.0,0.018
13640.0,0.018
13650.0,0.009
13660.0,0.015
13670.0,0.018
13680.0,0.008
13690.0,0.02
13700.0,0.017
13710.0,0.01
13720.0,0.016
13730.0,0.008
13740.0,0.015
13750.0,0.011
13760.0,0.016
13770.0,0.016
13780.0,0.013
13790.0,0.015
13800.0,0.016
13810.0,0.01
13820.0,0.02
13830.0,0.018
13840.0,0.016
13850.0,0.017
13860.0,0.015
13870.0,0.017
13880.0,0.008
13890.0,0.014
13900.0,0.022
13910.0,0.008
13920.0,0.015
13930.0,0.016
13940.0,0.017
13950.0,0.016
13960.0,0.015
13970.0,0.016
13980.0,0.017
13990.0,0.015
14000.0,0.015
14010.0,0.019
14020.0,0.018
14030.0,0.02
14040.0,0.01
14050.0,0.016
14060.0,0.017
14070.0,0.008
14080.0,0.015
14090.0,0.019
14100.0,0.013
14110.0,0.018
14120.0,0.019
14130.0,0.007
14140.0,0.018
14150.0,0.019
14160.0,0.016
14170.0,0.008
14180.0,0.011
14190.0,0.014
14200.0,0.012
14210.0,0.017
14220.0,0.015
14230.0,0.009
14240.0,0.022
14250.0,0.02
14260.0,0.016
14270.0,0.015
14280.0,0.016
14290.0,0.021
14300.0,0.016
14310.0,0.02
14320.0,0.017
14330.0,0.012
14340.0,0.018
14350.0,0.016
14360.0,0.019
14370.0,0.022
14380.0,0.016
14390.0,0.014
14400.0,0.016
14410.0,0.015
14420.0,0.014
14430.0,0.015
14440.0,0.017
14450.0,0.019
14460.0,0.017
14470.0,0.021
14480.0,0.018
14490.0,0.015
14500.0,0.008
14510.0,0.009
14520.0,0.018
14530.0,0.01
14540.0,0.015
14550.0,0.015
14560.0,0.016
14570.0,0.017
14580.0,0.015
14590.0,0.017
14600.0,0.019
14610.0,0.019
14620.0,0.016
14630.0,0.009
14640.0,0.02
14650.0,0.014
14660.0,0.019
14670.0,0.014
14680.0,0.016
14690.0,0.016
14700.0,0.018
14710.0,0.018
14720.0,0.015
14730.0,0.014
14740.0,0.015
14750.0,0.015
14760.0,0.016
14770.0,0.015
14780.0,0.016
14790.0,0.017
14800.0,0.014
14810.0,0.011
14820.0,0.016
14830.0,0.015
14840.0,0.016
14850.0,0.015
14860.0,0.014
14870.0,0.008
14880.0,0.015
14890.0,0.017
14900.0,0.016
14910.0,0.015
14920.0,0.02
14930.0,0.008
14940.0,0.017
14950.0,0.017
14960.0,0.008
14970.0,0.017
14980.0,0.008
14990.0,0.015
15000.0,0.016
15010.0,0.008
15020.0,0.02
15030.0,0.007
15040.0,0.018
15050.0,0.015
15060.0,0.013
15070.0,0.018
15080.0,0.019
15090.0,0.018
15100.0,0.016
15110.0,0.021
15120.0,0.017
15130.0,0.008
15140.0,0.015
15150.0,0.016
15160.0,0.007
15170.0,0.014
15180.0,0.013
15190.0,0.019
15200.0,0.017
15210.0,0.016
15220.0,0.007
15230.0,0.013
15240.0,0.012
15250.0,0.014
15260.0,0.007
15270.0,0.018
15280.0,0.011
15290.0,0.008
15300.0,0.008
15310.0,0.015
15320.0,0.02
15330.0,0.013
15340.0,0.015
15350.0,0.012
15360.0,0.018
15370.0,0.008
15380.0,0.008
15390.0,0.017
15400.0,0.015
15410.0,0.011
15420.0,0.015
15430.0,0.009
15440.0,0.016
15450.0,0.011
15460.0,0.015
15470.0,0.016
15480.0,0.008
15490.0,0.016
15500.0,0.009
15510.0,0.011
15520.0,0.015
15530.0,0.016
15540.0,0.013
15550.0,0.015
