Point in Time[s],State of Active Resource[]
0.0,0
37216.0,1
37217.0,0
37217.0,1
37218.0,0
37218.0,1
37219.0,0
37219.0,1
37220.0,0
37220.0,1
37221.0,0
37221.0,1
37222.0,0
37222.0,1
37223.0,0
37223.0,1
37224.0,0
37224.0,1
37225.0,0
37225.0,1
37226.0,0
37226.0,1
37227.0,0
37227.0,1
37228.0,0
37228.0,1
37229.0,0
37229.0,1
37230.0,0
37230.0,1
37231.0,0
37231.0,1
37232.0,0
37232.0,1
37233.0,0
37233.0,1
37234.0,0
37234.0,1
37235.0,0
37235.0,1
37236.0,0
37236.0,1
37237.0,0
37237.0,1
37238.0,0
37238.0,1
37239.0,0
37239.0,1
37240.0,0
37240.0,1
37241.0,0
37241.0,1
37242.0,0
37242.0,1
37243.0,0
37243.0,1
37244.0,0
37244.0,1
37245.0,0
37245.0,1
37246.0,0
37246.0,1
37247.0,0
37247.0,1
37248.0,0
37248.0,1
37249.0,0
37249.0,1
37250.0,0
37250.0,1
37251.0,0
37251.0,1
37252.0,0
37252.0,1
37253.0,0
37253.0,1
37254.0,0
37254.0,1
37255.0,0
37255.0,1
37256.0,0
37256.0,1
37257.0,0
37257.0,1
37258.0,0
37258.0,1
37259.0,0
37259.0,1
37260.0,0
37260.0,1
37261.0,0
37261.0,1
37262.0,0
37262.0,1
37263.0,0
37263.0,1
37264.0,0
37264.0,1
37265.0,0
37265.0,1
37266.0,0
37266.0,1
37267.0,0
37267.0,1
37268.0,0
37268.0,1
37269.0,0
37269.0,1
37270.0,0
37270.0,1
37271.0,0
37271.0,1
37272.0,0
37272.0,1
37273.0,0
37273.0,1
37274.0,0
37274.0,1
37275.0,0
37275.0,1
37276.0,0
37276.0,1
37277.0,0
37277.0,1
37278.0,0
37278.0,1
37279.0,0
37279.0,1
37280.0,0
37280.0,1
37281.0,0
37281.0,1
37282.0,0
37282.0,1
37283.0,0
37283.0,1
37284.0,0
37284.0,1
37285.0,0
37285.0,1
37286.0,0
37286.0,1
37287.0,0
37287.0,1
37288.0,0
37288.0,1
37289.0,0
37289.0,1
37290.0,0
