Point in Time[s],Optimisation Time[s]
9280.0,0.025
9290.0,0.021
9300.0,0.027
9310.0,0.027
9320.0,0.032
9330.0,0.027
9340.0,0.028
9350.0,0.02
9360.0,0.021
9370.0,0.029
9380.0,0.026
9390.0,0.016
9400.0,0.03
9410.0,0.029
9420.0,0.027
9430.0,0.027
9440.0,0.027
9450.0,0.029
9460.0,0.027
9470.0,0.029
9480.0,0.023
9490.0,0.032
9500.0,0.028
9510.0,0.019
9520.0,0.028
9530.0,0.03
9540.0,0.025
9550.0,0.021
9560.0,0.027
9570.0,0.019
9580.0,0.02
9590.0,0.02
9600.0,0.024
9610.0,0.029
9620.0,0.022
9630.0,0.029
9640.0,0.025
9650.0,0.034
9660.0,0.02
9670.0,0.017
9680.0,0.036
9690.0,0.029
9700.0,0.02
9710.0,0.029
9720.0,0.028
9730.0,0.03
9740.0,0.026
9750.0,0.028
9760.0,0.019
9770.0,0.03
9780.0,0.028
9790.0,0.028
9800.0,0.032
9810.0,0.035
9820.0,0.031
9830.0,0.029
9840.0,0.029
9850.0,0.028
9860.0,0.02
9870.0,0.026
9880.0,0.027
9890.0,0.029
9900.0,0.024
9910.0,0.029
9920.0,0.032
9930.0,0.029
9940.0,0.031
9950.0,0.021
9960.0,0.029
9970.0,0.025
9980.0,0.026
9990.0,0.024
10000.0,0.028
10010.0,0.025
10020.0,0.024
10030.0,0.031
10040.0,0.029
10050.0,0.027
10060.0,0.022
10070.0,0.03
10080.0,0.017
10090.0,0.025
10100.0,0.034
10110.0,0.027
10120.0,0.03
10130.0,0.019
10140.0,0.025
10150.0,0.028
10160.0,0.03
10170.0,0.021
10180.0,0.027
10190.0,0.021
10200.0,0.018
10210.0,0.026
10220.0,0.028
10230.0,0.022
10240.0,0.019
10250.0,0.031
10260.0,0.02
10270.0,0.028
10280.0,0.035
10290.0,0.024
10300.0,0.026
10310.0,0.019
10320.0,0.034
10330.0,0.023
10340.0,0.029
10350.0,0.024
10360.0,0.019
10370.0,0.024
10380.0,0.022
10390.0,0.023
10400.0,0.021
10410.0,0.026
10420.0,0.034
10430.0,0.026
10440.0,0.024
10450.0,0.026
10460.0,0.026
10470.0,0.029
10480.0,0.031
10490.0,0.022
10500.0,0.034
10510.0,0.03
10520.0,0.028
10530.0,0.027
10540.0,0.029
10550.0,0.023
10560.0,0.031
10570.0,0.029
10580.0,0.023
10590.0,0.028
10600.0,0.021
10610.0,0.029
10620.0,0.027
10630.0,0.019
10640.0,0.024
10650.0,0.022
10660.0,0.03
10670.0,0.019
