Point in Time[s],State of Active Resource[]
0.0,0
37245.546,1
37440.546,0
37440.546,1
37441.546,0
37441.546,1
37442.546,0
37442.546,1
37443.546,0
37443.546,1
37979.546,0
37979.546,1
37980.546,0
37980.546,1
37981.546,0
37981.546,1
37982.546,0
37982.546,1
37983.546,0
37983.546,1
38249.546,0
38249.546,1
38250.546,0
38250.546,1
38251.546,0
38251.546,1
38252.546,0
38252.546,1
38253.546,0
38253.546,1
38254.546,0
38254.546,1
38255.546,0
38255.546,1
38256.546,0
38256.546,1
38257.546,0
38257.546,1
38258.546,0
38258.546,1
38259.546,0
38259.546,1
38260.546,0
38260.546,1
38261.546,0
38261.546,1
38262.546,0
38262.546,1
38263.546,0
38263.546,1
38264.546,0
38264.546,1
38265.546,0
38265.546,1
38266.546,0
38266.546,1
38267.546,0
38267.546,1
38268.546,0
38268.546,1
38269.546,0
38269.546,1
38270.546,0
38270.546,1
38271.546,0
38271.546,1
38272.546,0
38272.546,1
38273.546,0
38273.546,1
38274.546,0
38274.546,1
38275.546,0
38275.546,1
38276.546,0
38276.546,1
38277.546,0
38277.546,1
38278.546,0
38278.546,1
38279.546,0
38279.546,1
38280.546,0
38280.546,1
38281.546,0
38281.546,1
38282.546,0
38282.546,1
38283.546,0
38283.546,1
38284.546,0
38284.546,1
38285.546,0
38285.546,1
38286.546,0
38286.546,1
38287.546,0
38287.546,1
38288.546,0
38288.546,1
38289.546,0
38289.546,1
38290.546,0
38290.546,1
38291.546,0
38291.546,1
38292.546,0
38292.546,1
38293.546,0
38293.546,1
38294.546,0
38294.546,1
38295.546,0
38295.546,1
38296.546,0
38296.546,1
38297.546,0
38297.546,1
38298.546,0
38298.546,1
38299.546,0
38299.546,1
38300.546,0
38300.546,1
38301.546,0
38301.546,1
38302.546,0
38302.546,1
38303.546,0
38303.546,1
38304.546,0
38304.546,1
38305.546,0
38305.546,1
38306.546,0
38306.546,1
38307.546,0
38307.546,1
38308.546,0
38308.546,1
38309.546,0
38309.546,1
38310.546,0
38310.546,1
38311.546,0
38311.546,1
38312.546,0
38312.546,1
38313.546,0
38313.546,1
38314.546,0
38314.546,1
38315.546,0
38315.546,1
38316.546,0
38316.546,1
38317.546,0
38317.546,1
38318.546,0
38318.546,1
38319.546,0
38319.546,1
38320.546,0
38320.546,1
38321.546,0
38321.546,1
38322.546,0
38322.546,1
38323.546,0
38323.546,1
38324.546,0
38324.546,1
38325.546,0
38325.546,1
38326.546,0
38326.546,1
38327.546,0
38327.546,1
38328.546,0
38328.546,1
38329.546,0
