Point in Time[s],Power Consumption[W]
9.999999999999998,213.67999999999995
19.999999999999996,213.67999999999995
29.999999999999993,213.67999999999995
39.99999999999999,213.67999999999995
49.99999999999999,213.67999999999995
59.99999999999999,213.67999999999995
69.99999999999999,213.67999999999995
79.99999999999999,213.67999999999995
89.99999999999999,213.67999999999995
99.99999999999999,213.67999999999995
109.99999999999999,213.67999999999995
119.99999999999999,213.67999999999995
129.99999999999997,213.67999999999995
139.99999999999997,213.67999999999995
149.99999999999997,213.67999999999995
159.99999999999997,213.67999999999995
169.99999999999997,213.67999999999995
179.99999999999997,213.67999999999995
189.99999999999997,213.67999999999995
199.99999999999997,213.67999999999995
209.99999999999997,213.67999999999995
219.99999999999997,213.67999999999995
229.99999999999997,213.67999999999995
239.99999999999997,213.67999999999995
249.99999999999997,213.67999999999995
259.99999999999994,213.67999999999995
269.99999999999994,213.67999999999995
279.99999999999994,213.67999999999995
289.99999999999994,213.67999999999995
299.99999999999994,213.67999999999995
309.99999999999994,213.67999999999995
319.99999999999994,213.67999999999995
329.99999999999994,213.67999999999995
339.99999999999994,213.67999999999995
349.99999999999994,213.67999999999995
359.99999999999994,213.67999999999995
369.99999999999994,213.67999999999995
379.99999999999994,213.67999999999995
389.99999999999994,213.67999999999995
399.99999999999994,213.67999999999995
409.99999999999994,213.67999999999995
419.99999999999994,213.67999999999995
429.99999999999994,213.67999999999995
439.99999999999994,213.67999999999995
449.99999999999994,213.67999999999995
459.99999999999994,213.67999999999995
469.99999999999994,213.67999999999995
479.99999999999994,213.67999999999995
489.99999999999994,213.67999999999995
499.99999999999994,213.67999999999995
509.99999999999994,213.67999999999995
519.9999999999999,213.67999999999995
529.9999999999999,213.67999999999995
539.9999999999999,213.67999999999995
549.9999999999999,213.67999999999995
559.9999999999999,213.67999999999995
569.9999999999999,213.67999999999995
579.9999999999999,213.67999999999995
589.9999999999999,213.67999999999995
599.9999999999999,213.67999999999995
609.9999999999999,213.67999999999995
619.9999999999999,213.67999999999995
629.9999999999999,213.67999999999995
639.9999999999999,213.67999999999995
649.9999999999999,213.67999999999995
659.9999999999999,213.67999999999995
669.9999999999999,213.67999999999995
679.9999999999999,213.67999999999995
689.9999999999999,213.67999999999995
699.9999999999999,213.67999999999995
709.9999999999999,213.67999999999995
719.9999999999999,213.67999999999995
729.9999999999999,213.67999999999995
739.9999999999999,213.67999999999995
749.9999999999999,213.67999999999995
759.9999999999999,213.67999999999995
769.9999999999999,213.67999999999995
779.9999999999999,213.67999999999995
789.9999999999999,213.67999999999995
799.9999999999999,213.67999999999995
809.9999999999999,213.67999999999995
819.9999999999999,213.67999999999995
829.9999999999999,213.67999999999995
839.9999999999999,213.67999999999995
849.9999999999999,213.67999999999995
859.9999999999999,213.67999999999995
869.9999999999999,213.67999999999995
879.9999999999999,213.67999999999995
889.9999999999999,213.67999999999995
899.9999999999999,213.67999999999995
909.9999999999999,213.67999999999995
919.9999999999999,213.67999999999995
929.9999999999999,213.67999999999995
939.9999999999999,213.67999999999995
949.9999999999999,213.67999999999995
959.9999999999999,213.67999999999995
969.9999999999999,213.67999999999995
979.9999999999999,213.67999999999995
989.9999999999999,213.67999999999995
