Point in Time[s],Optimisation Time[s]
12700.0,0.021
12710.0,0.017
12720.0,0.028
12730.0,0.026
12740.0,0.015
12750.0,0.021
12760.0,0.023
12770.0,0.027
12780.0,0.014
12790.0,0.024
12800.0,0.022
12810.0,0.018
12820.0,0.024
12830.0,0.015
12840.0,0.028
12850.0,0.027
12860.0,0.026
12870.0,0.014
12880.0,0.031
12890.0,0.015
12900.0,0.022
12910.0,0.017
12920.0,0.027
12930.0,0.015
12940.0,0.023
12950.0,0.014
12960.0,0.022
12970.0,0.014
12980.0,0.025
12990.0,0.014
13000.0,0.024
13010.0,0.015
13020.0,0.024
13030.0,0.018
13040.0,0.024
13050.0,0.014
13060.0,0.022
13070.0,0.025
13080.0,0.024
13090.0,0.023
13100.0,0.025
13110.0,0.014
13120.0,0.022
13130.0,0.014
13140.0,0.025
13150.0,0.018
13160.0,0.029
13170.0,0.023
13180.0,0.023
13190.0,0.017
13200.0,0.022
13210.0,0.015
13220.0,0.018
13230.0,0.023
13240.0,0.027
13250.0,0.022
13260.0,0.023
13270.0,0.027
13280.0,0.022
13290.0,0.019
13300.0,0.026
13310.0,0.022
13320.0,0.025
13330.0,0.022
13340.0,0.022
13350.0,0.021
13360.0,0.022
13370.0,0.021
13380.0,0.023
13390.0,0.025
13400.0,0.03
13410.0,0.024
13420.0,0.023
13430.0,0.021
13440.0,0.017
13450.0,0.025
13460.0,0.052
13470.0,0.026
13480.0,0.023
13490.0,0.025
13500.0,0.021
13510.0,0.02
13520.0,0.021
13530.0,0.028
13540.0,0.022
13550.0,0.014
13560.0,0.018
13570.0,0.023
13580.0,0.018
13590.0,0.017
13600.0,0.015
13610.0,0.024
13620.0,0.023
13630.0,0.024
13640.0,0.014
13650.0,0.021
13660.0,0.018
13670.0,0.021
13680.0,0.015
13690.0,0.017
13700.0,0.019
13710.0,0.017
13720.0,0.019
13730.0,0.017
13740.0,0.018
13750.0,0.041
13760.0,0.02
13770.0,0.016
13780.0,0.016
13790.0,0.025
13800.0,0.025
13810.0,0.023
13820.0,0.024
13830.0,0.025
13840.0,0.018
13850.0,0.025
13860.0,0.022
13870.0,0.025
13880.0,0.024
13890.0,0.025
13900.0,0.021
13910.0,0.025
13920.0,0.021
13930.0,0.022
13940.0,0.025
13950.0,0.021
13960.0,0.018
13970.0,0.021
13980.0,0.022
13990.0,0.015
14000.0,0.027
14010.0,0.014
14020.0,0.025
14030.0,0.017
14040.0,0.025
14050.0,0.016
14060.0,0.023
14070.0,0.019
14080.0,0.024
14090.0,0.017
14100.0,0.022
14110.0,0.016
14120.0,0.024
14130.0,0.018
14140.0,0.019
14150.0,0.019
14160.0,0.015
14170.0,0.021
14180.0,0.017
14190.0,0.021
14200.0,0.074
14210.0,0.024
14220.0,0.02
14230.0,0.023
14240.0,0.016
14250.0,0.022
14260.0,0.016
14270.0,0.027
14280.0,0.015
14290.0,0.019
14300.0,0.032
14310.0,0.017
14320.0,0.025
14330.0,0.017
14340.0,0.024
14350.0,0.024
14360.0,0.019
14370.0,0.023
14380.0,0.014
14390.0,0.014
14400.0,0.021
14410.0,0.022
14420.0,0.015
14430.0,0.025
14440.0,0.022
14450.0,0.025
14460.0,0.023
14470.0,0.024
14480.0,0.017
14490.0,0.02
14500.0,0.015
14510.0,0.025
14520.0,0.015
14530.0,0.024
14540.0,0.022
14550.0,0.015
14560.0,0.024
14570.0,0.015
14580.0,0.024
14590.0,0.014
14600.0,0.024
14610.0,0.015
14620.0,0.025
14630.0,0.018
14640.0,0.024
14650.0,0.022
14660.0,0.017
14670.0,0.022
14680.0,0.014
14690.0,0.017
14700.0,0.024
14710.0,0.018
14720.0,0.016
14730.0,0.026
14740.0,0.018
14750.0,0.021
14760.0,0.017
14770.0,0.023
14780.0,0.024
14790.0,0.015
14800.0,0.021
14810.0,0.017
