Point in Time[s],Power Consumption[W]
6.945,52.0
14.627,52.0
29.606,61.0
35.671,57.0
49.606,65.0
55.719,57.0
69.614,55.0
75.673,71.0
89.607,52.0
95.713,52.0
109.609,52.0
115.675,50.0
126.969,59.0
135.679,52.0
149.608,54.0
155.713,55.0
169.607,68.0
174.789,56.0
185.673,59.0
195.712,69.0
205.713,55.0
214.617,53.0
224.616,51.0
235.714,69.0
244.629,52.0
254.645,52.0
264.617,69.0
275.68,52.0
284.621,51.0
294.735,51.0
304.625,72.0
314.616,52.0
324.722,90.0
333.768,51.0
345.714,52.0
354.767,52.0
367.008,51.0
374.638,88.0
384.725,52.0
395.72,50.0
404.665,51.0
414.717,53.0
424.632,52.0
435.671,54.0
445.672,55.0
455.672,54.0
465.714,54.0
475.677,55.0
486.964,59.0
494.621,59.0
505.712,51.0
515.713,52.0
525.714,52.0
535.714,53.0
545.676,55.0
554.734,70.0
564.729,53.0
575.715,64.0
585.719,54.0
594.625,54.0
606.952,75.0
614.627,53.0
624.722,87.0
635.715,52.0
645.715,51.0
653.775,69.0
664.743,52.0
674.737,69.0
684.624,55.0
694.622,69.0
704.623,51.0
714.628,68.0
726.949,98.0
734.623,90.0
744.732,54.0
755.727,79.0
765.821,52.0
774.731,96.0
784.637,54.0
795.674,51.0
805.672,51.0
815.673,51.0
825.674,54.0
834.625,54.0
846.977,56.0
854.727,53.0
865.729,53.0
875.71,70.0
885.732,52.0
894.729,52.0
904.73,53.0
915.672,52.0
925.674,56.0
934.727,52.0
945.678,54.0
954.729,54.0
966.99,61.0
975.718,57.0
984.733,54.0
995.716,53.0
1004.627,54.0
1015.676,52.0
1024.731,67.0
1035.716,52.0
1045.717,52.0
1055.718,54.0
1064.734,59.0
1075.725,60.0
1086.97,71.0
1095.719,56.0
1105.716,52.0
1115.681,51.0
1125.685,67.0
1135.723,52.0
1145.725,100.0
1154.77,53.0
1164.776,70.0
1174.76,66.0
1185.723,52.0
1195.722,54.0
1206.988,55.0
1215.724,59.0
1225.724,63.0
1235.721,54.0
1245.722,52.0
1254.627,62.0
1264.756,49.0
1275.722,53.0
1285.722,53.0
1294.629,56.0
1303.776,53.0
1314.629,88.0
1326.979,61.0
1335.725,52.0
1345.727,72.0
1354.733,56.0
1364.629,55.0
1375.728,53.0
1384.747,52.0
1394.628,52.0
1404.626,55.0
1414.632,57.0
